app_name,score,features
air.apps.NewsEnterprise.voetbalnieuws.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
a2works.com.br.ipva_pr.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.com.amazingzhus.amazingzhus.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.cindycakemakerlite.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.charmudex.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
aidapp.newsportaltamilnadu.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
aidapp.newsportalodisha.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.com.apptaught.realestateTrial.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
agurapps.games.BallAndPaddles.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.bullstudios.princessdoctorr.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Telephony Services Abuse"
air.BodyAtlas.apk,0.0,
a2works.com.br.battery.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.Chemical_Place_Escape.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
air.BJC.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Telephony Services Abuse"
air.ajazgames.escapepixiedivine.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.AIRMapViewer.apk,0.0,
air.Christmascoloringbook3.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
adyourself.tomorrow_smog.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.A20rarepepes.apk,0.0,
a.b.wassim.guide.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.ChristmasPuddingCakePops.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.animations.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.com.alibabacave.CMemory2.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
abhishek.arcdroid.tenth.apk,0.005319148936170213,Device Settings Harvesting
air.Bus_Stop_Parking.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
aidc.mx.efireport.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Pim Data Leakage"
air.apps.NewsEnterprise.mediatakeout.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
ac.robinson.mediatablet.apk,0.005319148936170213,Device Settings Harvesting
air.br.com.netpoint.aasp.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Suspicious Connection Establishment"
air.ajazgames.escapepickypicnic.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Telephony Services Abuse"
air.apps.NewsEnterprise.canadanewspapers.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
air.bg.teracomm.vivablitz.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Telephony Services Abuse"
air.cellphoneescape.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
ab4tec.com.chronometerandtimer.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.br.com.iasoft.cc2002.tablet.A2014.apk,0.0,
air.br.com.epagri.ciram.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
air.com.apptaught.MEDpro.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.brightest.stuntratunderground.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.atasaati.apk,0.0,
air.AJAZGAMES.escapeabandonedgreyshades.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.brightest.chinatractorracing2.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.Astro.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
adroid.driverlad.apk,0.02127659574468085,"Device Settings Harvesting, Location Lookup, Connection Interfaces Exfiltration, Telephony Services Abuse"
air.br.com.cc2002.tablet.free.A2013.apk,0.0,
air.com.applauz.drizzyviews.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.com.animatedsoftware.PavlovsDog.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Suspicious Connection Establishment"
aerostone.bigear.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
air.br.com.ciss.mobile.vendas.android.apk,0.0,
adsindy.com.terla.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
ads.storestory.be.blackdragon.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Location Lookup, Connection Interfaces Exfiltration"
air.ajazgames.pumpkinboyhalloweenescape.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.br.com.netpoint.gvc.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Suspicious Connection Establishment"
action.aspirvictorymanagement.flappy.dragon.dash.jungle.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.ChaletGrandCerfEscape.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
a2z.Mobile.Event4208.apk,0.02127659574468085,"Device Settings Harvesting, Connection Interfaces Exfiltration, Telephony Services Abuse, Suspicious Connection Establishment"
a.a.hikidashi.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
air.app.mmstudio.mmvisual.todysbabybook.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.apps.NewsEnterprise.deutschezeitungen.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
acs.tools.preisvergleich.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
ahmed.restau.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Telephony Services Abuse"
a2works.com.br.ipva_ba.apk,0.026595744680851064,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Telephony Services Abuse, Suspicious Connection Establishment"
a2z.Mobile.Event3478.apk,0.02127659574468085,"Device Settings Harvesting, Connection Interfaces Exfiltration, Telephony Services Abuse, Suspicious Connection Establishment"
air.AvmGames.MapleHouseEscape.apk,0.010638297872340425,"Telephony Identifiers Leakage, Device Settings Harvesting"
abd.abdallah.islam.youtube.apk,0.03723404255319149,"Telephony Identifiers Leakage, Device Settings Harvesting, Location Lookup, Connection Interfaces Exfiltration, Telephony Services Abuse, Suspicious Connection Establishment, Pim Data Leakage"
ac.robinson.mediaphone.apk,0.005319148936170213,Device Settings Harvesting
air.br.com.netpoint.conacabac.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.air.lido.LidoMobile.apk,0.0,
air.babyshapes.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.ajazgames.colorsquareescape.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.br.com.buracojustificadomano.mobile.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Telephony Services Abuse"
air.br.com.pifpaf.mobile.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Telephony Services Abuse"
air.br.com.helme.bitbitrobotandroid.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.CarLoanCalculation.apk,0.0,
adikar.com.photogifmaker.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Telephony Services Abuse"
aidapp.newsportalhimachalpradesh.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.br.com.netpoint.vconf.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Suspicious Connection Establishment"
air.bullstudios.mermaiddoctor.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.agara.games.ChessmasterFree.apk,0.02127659574468085,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration, Suspicious Connection Establishment"
agurapps.games.amazingmemory.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.ajazgames.santaiceescape.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.air.monsterbraingames.cutit.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
air.A43XLIII.apk,0.0,
ahmad.appiques.mtdm.apk,0.015957446808510637,"Telephony Identifiers Leakage, Device Settings Harvesting, Connection Interfaces Exfiltration"
