app_name,score,features
Chistes picantes,0.18663594470046083,"{'Telephony Identifiers Leakage': 5, 'Device Settings Harvesting': 150, 'Connection Interfaces Exfiltration': 2, 'Telephony Services Abuse': 1, 'Audio Video Eavesdropping': 1, 'Suspicious Connection Establishment': 2, 'Pim Data Leakage': 1}"
Secret Lock,0.001152073732718894,{'Code Execution': 1}
Atualização WA [4ed5],0.041474654377880185,"{'Device Settings Harvesting': 32, 'Suspicious Connection Establishment': 4}"
156.YılMobil,0.07258064516129033,{'Device Settings Harvesting': 63}
Pro Selfie Camera,0.059907834101382486,"{'Telephony Identifiers Leakage': 3, 'Device Settings Harvesting': 41, 'Connection Interfaces Exfiltration': 1, 'Code Execution': 7}"
Win7Launcher,0.5449308755760368,"{'Telephony Identifiers Leakage': 8, 'Device Settings Harvesting': 456, 'Connection Interfaces Exfiltration': 2, 'Telephony Services Abuse': 1, 'Suspicious Connection Establishment': 2, 'Pim Data Leakage': 2, 'Code Execution': 2}"
一键优化大师,0.018433179723502304,"{'Telephony Identifiers Leakage': 7, 'Device Settings Harvesting': 5, 'Connection Interfaces Exfiltration': 1, 'Code Execution': 3}"
Funnyys,0.15207373271889402,"{'Telephony Identifiers Leakage': 9, 'Device Settings Harvesting': 117, 'Connection Interfaces Exfiltration': 2, 'Telephony Services Abuse': 1, 'Suspicious Connection Establishment': 2, 'Pim Data Leakage': 1}"
Android 系统服务,0.006912442396313364,"{'Telephony Identifiers Leakage': 3, 'Device Settings Harvesting': 1, 'Connection Interfaces Exfiltration': 1, 'Code Execution': 1}"
Notify Ios,0.29493087557603687,"{'Telephony Identifiers Leakage': 14, 'Device Settings Harvesting': 235, 'Connection Interfaces Exfiltration': 2, 'Telephony Services Abuse': 1, 'Code Execution': 4}"
Döviz Çevirici,0.4873271889400922,"{'Device Settings Harvesting': 419, 'Connection Interfaces Exfiltration': 2, 'Suspicious Connection Establishment': 2}"
System Certificate,0.010368663594470046,"{'Telephony Identifiers Leakage': 6, 'Device Settings Harvesting': 1, 'Connection Interfaces Exfiltration': 1, 'Code Execution': 1}"
AndroidFramework,0.2799539170506912,"{'Telephony Identifiers Leakage': 5, 'Device Settings Harvesting': 231, 'Connection Interfaces Exfiltration': 2, 'Audio Video Eavesdropping': 3, 'Pim Data Leakage': 1, 'Code Execution': 1}"
Chistes Cortos,0.18663594470046083,"{'Telephony Identifiers Leakage': 5, 'Device Settings Harvesting': 150, 'Connection Interfaces Exfiltration': 2, 'Telephony Services Abuse': 1, 'Audio Video Eavesdropping': 1, 'Suspicious Connection Establishment': 2, 'Pim Data Leakage': 1}"
Statetss,0.15207373271889402,"{'Telephony Identifiers Leakage': 9, 'Device Settings Harvesting': 117, 'Connection Interfaces Exfiltration': 2, 'Telephony Services Abuse': 1, 'Suspicious Connection Establishment': 2, 'Pim Data Leakage': 1}"
BeNews,0.0956221198156682,"{'Telephony Identifiers Leakage': 1, 'Device Settings Harvesting': 79, 'Connection Interfaces Exfiltration': 2, 'Code Execution': 1}"
Postbank,0.006912442396313364,"{'Telephony Identifiers Leakage': 4, 'Device Settings Harvesting': 1, 'Connection Interfaces Exfiltration': 1}"
Perritos,0.15207373271889402,"{'Telephony Identifiers Leakage': 9, 'Device Settings Harvesting': 117, 'Connection Interfaces Exfiltration': 2, 'Telephony Services Abuse': 1, 'Suspicious Connection Establishment': 2, 'Pim Data Leakage': 1}"
광주버스,0.9919354838709677,"{'Telephony Identifiers Leakage': 7, 'Device Settings Harvesting': 842, 'Connection Interfaces Exfiltration': 2, 'Telephony Services Abuse': 1, 'Audio Video Eavesdropping': 1, 'Suspicious Connection Establishment': 2, 'Pim Data Leakage': 1, 'Code Execution': 5}"
Sincronizzazione Contatti Android,0.20967741935483872,"{'Telephony Identifiers Leakage': 7, 'Device Settings Harvesting': 166, 'Connection Interfaces Exfiltration': 2, 'Suspicious Connection Establishment': 4, 'Pim Data Leakage': 1, 'Code Execution': 2}"
WorldTv,0.39285714285714285,"{'Telephony Identifiers Leakage': 13, 'Device Settings Harvesting': 318, 'Connection Interfaces Exfiltration': 2, 'Telephony Services Abuse': 1, 'Suspicious Connection Establishment': 4, 'Code Execution': 3}"
Label_Reader,0.04953917050691244,"{'Device Settings Harvesting': 41, 'Connection Interfaces Exfiltration': 2}"
com.android.sync,0.0,{}
MMS Messaging,0.1497695852534562,"{'Telephony Identifiers Leakage': 4, 'Device Settings Harvesting': 115, 'Connection Interfaces Exfiltration': 2, 'Telephony Services Abuse': 1, 'Suspicious Connection Establishment': 1, 'Pim Data Leakage': 1, 'Code Execution': 6}"
Laughtter,0.15207373271889402,"{'Telephony Identifiers Leakage': 9, 'Device Settings Harvesting': 117, 'Connection Interfaces Exfiltration': 2, 'Telephony Services Abuse': 1, 'Suspicious Connection Establishment': 2, 'Pim Data Leakage': 1}"
Adobe Flash Player,0.0,{}
Gutscheine Kostenlos,0.006912442396313364,"{'Telephony Identifiers Leakage': 4, 'Device Settings Harvesting': 1, 'Connection Interfaces Exfiltration': 1}"
전주버스,1.0,"{'Telephony Identifiers Leakage': 7, 'Device Settings Harvesting': 849, 'Connection Interfaces Exfiltration': 2, 'Telephony Services Abuse': 1, 'Audio Video Eavesdropping': 1, 'Suspicious Connection Establishment': 2, 'Pim Data Leakage': 1, 'Code Execution': 5}"
